ID,Subset,Question,Translated Question,Options,Translated Options,Label,Category,Image Type,Image Source,License,image_path,tag
5865925804277969555_2,"('Romanian', 'Romania')",Din ce material sunt făcute hainele din imagine?,What material are the clothes in the picture made of?,['lână' 'in' 'dantelă' 'bumbac'],['wool' 'linen' 'lace' 'cotton'],-1,Objects / materials / clothing,Self,Self-open,CC BY-SA,image_723.jpg,"basket, bed, bedcover, bedroom, blanket, carpet, curtain, doll, floor, pillow, room, tapestry, textile, tool, toy, window"
5865910664277274397_1,"('Chinese', 'China')",这个山有什么美誉？,What is the reputation of this mountain?,['五岳独尊' '道观之祖' '海天佛国' '秀甲天下'],"['Wuyue Duzun' 'The ancestor of Taoism' 'Haitian Buddhist Kingdom'
 'Xiu Jia Tian Xia']",-1,Geography / buildings / landmarks,External,https://www.flickr.com/photos/aaronhuo/3501576856/in/photolist-6kquNL-7uEesJ-7uEepw-7uEeay-7uEeh3-7uEekj-26CcGeN-25jr7hF-25jreE6-26CcDK9-25jr7PT-JyokvQ-25jraGB-H324TB-H323WX-23Wb4fU-26CcFNs-25jr6Mc-25jrfrM-25jrbmn-H3256F-26CcCYE-JJzqoN-uE84gg-8Ca4G6-YctuZN-2ouZkqz-7uAmWR-7uAmKz-uE8Ybe-7uEbgJ-uDZ9Bo-uDZWZ3-uEbjRZ-uEbSZr-vjAdaT-vjuWTw-vB4s9F-vBqsqM-vB61Kk-sAuuJr-2ouX36B-6UWBZW-bUxKVc-bUxP7c-cbV1BY-bUxPmT-7LUDeD-a7xChg-LFS1X,Attribution-ShareAlike License,image_729.jpg,"boulder, mark, stone, rock face, rock formation, write, writing"
5865910674272852596_0,"('Chinese', 'China')",这是什么传统艺术？,What kind of traditional art is this?,['木偶' '雕刻' '彩绘' '泥塑'],['Puppet' 'Sculpture' 'Color Painting' 'Clay sculpture'],-1,Traditions / art / history,External,https://www.flickr.com/photos/aaok/21998585769/in/photolist-81LRES-b4RBxF-b4RAPx-b4RzDx-8NjWwF-dS66WK-dS66Yx-dSbG7U-spXh4y-dSbPAo-dSbPz9-zpiV5E-dS66XM-2aCVe1X-2c2uDCn-2c2uFLk-2aCVad6-awVKH7-2c2uJqZ-2aCVbzK-2aCVgSD-PTBQ9w-2bXjRq5-29gdVP1-ecZgT4-zzHg4V-zJPeaN-26gztWL-27iexDU-zvRFQJ-zvWv8x-A2r3te-s8V4RP-PTBMaf-saF2n9-ss5Cd1-saN5jg-dSbPzL-2mQPDHR-2kTk6uR-5PeNKb-8pv4jU,Attribution-NonCommercial-NoDerivs License,image_737.jpg,"bust, clay, face, head, person, man, sculpture"
5865910684273469261_0,"('Chinese', 'China')",这是什么特色美食？,What kind of special food is this?,['驴肉火烧' '肉夹馍' '油饼' '锅饼'],['Donkey meat grilled' 'Roujiamo' 'Fried cake' 'Pot cake'],-1,Cooking and food,External,https://www.flickr.com/photos/liangjinjian/3166079221/in/photolist-5PLZ3M-gVWUEN-jKxrPf-65VS2P-e5esF3-HkXo7-65VREt-uFHoV-6617TS-niPvsM-cq5ixJ-csoRUS-HkXq7-9t7XX9-fyPZiX-7poRFy-miGa4K-uFHoR-uFHoT-ge2f3f-Hm22k-ftAsQv-uFHoU-Ms1fZJ-6bL7p4-66G4y8-knCXhg-djQZ3j-83iMax-oRQevh-uFHoQ-7ryVW9-bvk4h8-8xdgVV-8oss8k-68LoQp-jjA7dN-73QKbc-9BKNok-9BKN9Z-azBxXe-68QCDQ-68Lqg2-68LpZM-68Lq6p-7rAtHE-nq8TBa-LLREYN-83ivNS-kmbV3A,Attribution-NonCommercial-NoDerivs License,image_742.jpg,"basket, beef, burrito, cheese, plate, food, meat, onion, platter, sandwich, tortilla, tray"
5865910684279515981_0,"('Chinese', 'China')",这是什么名胜风景？,What kind of scenic spot is this?,['黄山迎客松' '渭南苍龙岭' '黄山黑虎松' '九寨沟森林'],"['Huangshan Welcoming Pine' 'Weinan Canglong Ridge'
 'Huangshan Black Tiger Pine' 'Jiuzhaigou Forest']",-1,Plants and animal,External,https://www.flickr.com/photos/didacat/3833309047/in/photolist-6QJHei-6QJFvX-ek1vp-dKRoNZ-8Dmdzd-7conhd-pnz9iu-7FnnZZ,Attribution-NoDerivs License,image_757.jpg,"boulder, fog, foggy, pine, stone, rock face, rock formation, sky, stand, tree"
5865925794277653668_2,"('Romanian', 'Romania')",Care este originea mâncării din imagine?,What is the origin of the food in the image?,['Ungurească' 'Românească' 'Germană' 'Indiană'],['Hungarian' 'Romanian' 'German' 'Indian'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_759.jpg,"bite, catch, cheese, condiment, croissant, hand, food, person, napkin, paper towel, pastry"
5920593834273684568_0,"('Tamil', 'India')",இது எந்த வகையான ரயில் வண்டி?,What kind of train is this?,"['சரக்கு ரயில் வண்டி' 'எண்ணெய் டேங்கர் ரயில்' 'பயணிகள் ரயில் வண்டி'
 'தபால் ரயில் வண்டி']",['Goods train' 'Oil tanker train' 'Passenger train' 'Postal train'],-1,Vehicles and Transportation,External,https://commons.wikimedia.org/wiki/File:Oil_carrying_Rail_wagon.jpg,CC BY-SA 3.0,image_769.jpg,"green, hill, hillside, power line, tower, railroad, rock formation, tank, track, train, train car, train track, travel"
5865910664274830016_1,"('Chinese', 'China')",这种吃法最为流行于中国的哪个地区？,In which region of China is this way of eating most popular?,['上海' '北京' '南京' '广州'],['Shanghai' 'Beijing' 'Nanjing' 'Guangzhou'],-1,Cooking and food,Self,Self-research_only,CC BY-NC,image_770.jpg,"bowl, cashew, condiment, container, table, plate, food, ingredient, kitchenware, meat, nut, peanut, platter, pork, pot, sauce, tray"
5865687704279828011_2,"('Bengali', 'India')",ছবিতে দেখানো বস্তুর সবচেয়ে ভালো ব্যবহার কি হতে পারে?,What can be one of the best uses of the object shown in the image?,"['সিনেমা দেখতে' 'নিজেকে ঠান্ডা করতে' 'বন্ধুদের সাথে দেখা করতে'
 'খাবার খেতে']",['to watch movies' 'to cool oneself' 'to visit friends' 'to eat food'],-1,Objects / materials / clothing,Self,Self-research_only,CC BY-NC,image_776.jpg,"cloth, fan, pink, sunshade, umbrella"
5865687714278226255_0,"('Bengali', 'India')",ছবিতে দেখানো খাবারটি কি?,What is the food shown in the image?,['চপ' 'পেঁয়াজি' 'বেগুনী' 'লুচি'],['Potato Croquet' 'Onion Croquets' 'Aubergine Croquet' 'Puri'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_811.jpg,"table, plate, fill, food, fork, pastry, peak, platter, potato, white"
5920593844277494714_2,"('Tamil', 'India')",இந்த கோவில் பொதுவாக என்ன அழைக்கப்படுகிறது?,What is this temple commonly called as?,"['பிருந்தாவனத்தின் தாமரை கோவில்' 'மதுரையின் நகை'
 'வரணாசியின் தங்கக் கோவில்' 'தஞ்சாவூர் பெரிய கோவில்']","['Vrindavan Lotus temple' ""Madurai's Jewel"" 'Varanasi Golden Temple'
 'Thanjavur Big Temple']",-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_813.jpg,"building, festival, person, light, illuminate, lotus, night, night view, purple, worship"
5920593834279021074_0,"('Tamil', 'India')",இங்கு சித்தரிக்கப்பட்டுள்ள கார் இந்தியாவில் தயாரிக்கப்பட்ட பிரபலமான ஒரு கார் மாடல். இது பொதுவாக என்ன அழைக்கப்படுகிறது? ,The car pictured here is a popular car model made in India. What is it commonly called?,['மாருதி' 'புஷ்பக்' 'அம்பாசிடர்' 'டாடா நெக்ஸான்'],['Maruti' 'Pushpak' 'Ambassador' 'Tata Nexon'],-1,Vehicles and Transportation,External,https://commons.wikimedia.org/wiki/File:Ambassador_Taxis_Lined_Up_at_Tiruchirappalli_Junction_-_India.JPG,CC BY-SA 3.0,image_837.jpg,"car, curb, fleet, license plate, line, park, row, white"
5865910674271072923_1,"('Chinese', 'China')",这种动物最爱吃的食物是什么？,What is this animal's favorite food?,['竹子' '树叶' '肉类' '芭蕉叶'],['Bamboo' 'Leaves' 'Meat' 'Banana leaves'],-1,Plants and animal,External,https://www.flickr.com/photos/ahenobarbus/7893953132/in/photolist-d2yzfd-vyg6Zd-atBtgt-vyg71q-atBuin-atE8d1-atBu46-2hwJJ8K-atE9P3-atE7YU-atBsx2-atBwaF-atBvzi-atBrVk-atBxmR-atEcPU-atBveM-atBtJc-atE9um-2nk2tdP-a7UYPf-AK33bZ-CGQ2Z1-CGWRrc-atE9H5-DtVY65-BRCH29-Dw5j3a-NS6zBm-DddNHh-Am8wTv-2njUWnR-QdoHn2-2nk3Mdv-akTbNo-QdnhY4-BLvivk-v5eCy-2njUWtN-MdJWsK-Nbt3Yi-MdJWNz-Nbt4cK-v5evP-DddXZo-CGPX37-DEkzBH-BiZHUm-Dw5e1X-2nk1mqX,Attribution-NonCommercial-ShareAlike License,image_842.jpg,"bamboo, enclosure, floor, grass, lay, panda, relax, sit, tree, zoo"
5865910674272393747_1,"('Chinese', 'China')",这座建筑是哪个地方的标志性建筑物？,Which place is this building a landmark?,['重庆' '天津' '上海' '北京'],['Chongqing' 'Tianjin' 'Shanghai' 'Beijing'],-1,Geography / buildings / landmarks,External,https://www.flickr.com/photos/justaslice/25475064228/in/photolist-DSBz72-JoBATt-EP9n4j,Attribution-NonCommercial-NoDerivs License,image_850.jpg,"building, city, city skyline, city view, tower, sky, skyline, tree"
5865925784271119363_2,"('Romanian', 'Romania')",Ce a fost acolo unde este gaura în acest steag?,What was in the place of the hole in this flag?,['O gaură mai mică' 'Material roșu' 'Material galben' 'Stema'],['A smaller hole' 'Red fabric' 'Yellow fabric' 'Emblem'],-1,Objects / materials / clothing,External,https://upload.wikimedia.org/wikipedia/commons/4/4f/Memorialul_Revolutiei_din_1989%2C_Timisoara_%282023%29_-_img_03.jpg,CC BY-SA 4.0,image_859.jpg,"canopy, ceiling, curtain, flag, hang, pole, room, stool, string"
5865910674272283651_0,"('Chinese', 'China')",这是什么品牌鞋子？,What brand of shoes are these?,['耐克' '阿迪达斯' '乔丹' '李宁'],['Nike' 'Adidas' 'Jordan' 'Li Ning'],-1,Brands / products / companies,External,https://www.flickr.com/photos/ye-wa/6475934545/in/photolist-aSfRBk-aSfREt-aSfRxB-aSfRQk-aSfRjV-aSfRYk-aSfRHT-aSfRVt-9Peg5i-5w8EdN-5w8EdS-5w8Ee1-5w8EdY-9berXL-5w8EdL-9berTG-9berRy-9bbjxn-9PefAH-aSfRui-aSfR7g-aSfR4z-aSfRbT-aSfRgX-aSfR9X-aSfR36-aSfRiR-aSfS2F-aSfSgk-aSfSaX-aSfR62-87wjT6-9bbiDM-84yti1-aSfRfF-9berV7-87wk8k-9bbjjx-87wjZZ-84yBhf-87wjUi-87zwmm-9bbjm8-87zwC3-84yvwm-87zwFN-9bbiPT-9bbjaH-9bbiS4-84vwUk,Attribution License,image_864.jpg,"pink, running shoe, shoe, white"
5879880118654965923_0,"('Bengali', 'India')",ছবিতে দেখানো ব্যক্তিত্ব কে?,Who is the personality shown in the image ?,"['স্বামী বিবেকানন্দ' 'রাজা রাম মোহন রায়' 'ঈশ্বরচন্দ্র বিদ্যাসাগর'
 'অতুল প্রসাদ সেন']","['swami vivekananda' 'raja ram mohan roy' 'Ishwar Chandra Vidyasagar'
 'atul prasad sen']",-1,Public Figure and pop culture,External,https://upload.wikimedia.org/wikipedia/commons/8/8d/Ishwar_Chandra_Vidyasagar.jpg,Public domain,image_870.jpg,"armchair, black, blanket, cape, chair, cloth, goggles, man, pant, photo, poncho, pose, robe, shawl, sit, stool, wear, white"
5865910674273371038_1,"('Chinese', 'China')",这是哪一种中国传统艺术形式？,Which traditional Chinese art is this on the poster?,['武术' '豫剧' '京剧' '太极拳'],['Kung-Fu' 'Henan Opera' 'Beijing Opera' 'Taichi'],-1,Public Figure and pop culture,External,https://www.flickr.com/photos/jingdianmeinv1/3929561443/in/photolist-6aWsZv-4BMkeU-4BMsFf-4BMmK3-2iw6Z2Y-4BH7Cc-4BMQxE-4BGUck-4BMHew-4BMDLj-g3c5Pu-4BGVMX-4BHtei-4BMKyh-4BHwaV-4BHc5v-4BMBaY-4BMgzj-4BMyHq-4BMTPN-4BMTs9-4BHuEz-4BMjbQ-6Zf2Hn-6Zf2Gt-4BGR8Z-4BMRUw-4BH93v-4BHrpx-4BHhJ4-4BMx6f-4BMChQ-uinqi-4BH6nZ-4BGXcv-cGoFCs-sDRrP-cGoH3N-cGoJsy-cGoGuy-cGoGLS-cGoJaW-cGoHTE,Attribution-NonCommercial-ShareAlike License,image_872.jpg,"geisha, headdress, person, movie poster, poster, veil, wear, white, woman, writing"
5865910664277484903_0,"('Chinese', 'China')",这是什么名胜古迹？,What place of interest is this?,['五台山' '峨眉山' '九华山' '普陀山'],['Mount Wutai' 'Emeishan' 'Mountain Jiuhua' 'Putuo Mountain'],-1,Geography / buildings / landmarks,External,https://www.flickr.com/photos/shizhao/9754340826/in/photolist-8nZ2Lz-8o2jrJ-5ygraZ-2nCd95H-8o2hD5-47uTfv-47wHZb-47xFYf-fRXxG7-47xFYA-47uTfz-pHcg2u-2nC5XtN-fRWzdk-fRXuJU-47uTfi-47uTfr-47xFYo-47xFY7-fRWvL1-47uTf8-47xFYu-47xFYy-8o2m3y-8FfZbh-pH9YSv-6u9UZG-6u9SKq-8FcP2e-8FfWYj-8EJgRV-8nY1pn-8o2eCs-8o15bm-8nWXYg-8nYeqi-6u9XoG-8nYnK6-8nYP3M-pHcfJA-p3NeWy-pH9YY2-f2xeKr-8FfYMJ-f2MufE-8nYG4r-3PwgMb-8nYKAe-f2xent-f2Mu6m,Attribution-NonCommercial-ShareAlike License,image_889.jpg,"author, buddha, building, deity, footstall, gold, person, peak, sculpture, sky, stand, statue"
5865687714274603158_0,"('Bengali', 'India')",এই ছবিতে কোন উৎসব দেখানো হয়েছে?,Which festival is shown in this image?,['দুর্গাপূজা' 'হোলি' 'কালী পূজা' 'গণেশ পূজা'],['Durga Puja' 'Holi' 'Kali Puja' 'Ganesh Puja'],-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_893.jpg,"backdrop, ceiling, chair, chandelier, curtain, decorate, event, person, party, room, wall lamp, stand, stool"
5865910684276079144_0,"('Chinese', 'China')",这是什么运动？,What kind of sport is this?,['排球' '曲棍球' '网球' '乒乓球'],['Volleyball' 'Hockey' 'Tennis' 'Pingpong'],-1,Sports and recreation,External,https://www.flickr.com/photos/enixii/5782024988/in/photolist-9NWoA1-frUrAv-8dzPFM-4vSwbv-4vWD2b-4wnd7L-4wi4qr-4wncUL-4wi4kk-4wi4Bv-4wncPE-4wzjL9-4wnd2j-juuvM-4wzjxW-4wndc7-4xrnVW-4wnd9S-4xxdjx-ckSvY7-eLPpfE-5y1fjH-nH1dD5-nqGPJV-4w9r21-4wva5D-4wi4bZ-4xxcgp-4wzjvo-4w5iHP-4xBoBy-4wTRWd-4xxcDk-4xnbqn-6Ndkc5-4vWD8N-4xBoiw-4wPHSr-4xBovh-4xnbav-4xBoZ1-6N96wc-4xrnFj-4wPHHH-4xrnK9-4vSvUp-4wKyK7-6Ak9jp-5ewCg6-6NdmRY,Attribution-NonCommercial License,image_932.jpg,"basket, bin, container, crate, drawer, fill, fruit, orange, plastic, tray, utensil"
5865925794275420071_2,"('Romanian', 'Romania')",În ce piața este clădirea din centrul imaginii?,In which square is the building in the center of the picture?,['Piața Mihai Viteazu' 'Piața Centrală' 'Piața Romană' 'Piața Unirii'],['Mihai Viteazu Square' 'Central Square' 'Roman Square' 'Unirii Square'],-1,Geography / buildings / landmarks,Self,Self-open,CC BY-SA,image_937.jpg,"building, car, church, city, city street, cloudy, gothic, intersection, tower, road, sky, spire, traffic light, street corner, street scene"
5865687724277949693_0,"('Bengali', 'India')",এই খাবারের নাম কি?,What is this food called?,['সিখ কাবাব' 'পিঠে' 'কুলফি' 'রসগুল্লা'],['Seekh Kebab' 'Bengali Sweet Dumpling' 'Kulfi' 'Rasgulla'],-1,Cooking and food,Self,Self-open,CC BY-SA,image_943.jpg,"banana, blanket, cream, chocolate, crape, plate, food, fork, person, icecream, lollipop, pastry, stick, white"
5865910664271717886_1,"('Chinese', 'China')",这种乐器起源于哪个朝代？,In which dynasty did this instrument originate?,['唐朝' '清朝' '明朝' '宋朝'],['Tang Dynasty' 'Qing Dynasty' 'Ming Dynasty' 'Song'],-1,Traditions / art / history,External,https://www.flickr.com/photos/sanbeiji/395150627/in/photolist-AVfvR-AVeUt-AVfbn-5amBc5-4ShtiV-cBp8e9-d7k8PY-fkxk1W-oASLyx-5oZyWF-ckC3L-cXNumj-AVeBv-RnNqTD-kMxQi-8t59j6-dwsVR3-wM52C5-DUMBAg-xJ5RC4-zrm7L-xJGX2p-CXoPy8-xrtuLU-6tNCaj-xJ61Ja-xHeUXq-54C8u7-pYfDWZ-54y2zz-5amCbb-54CiAf-pFV6AA-5ahnyx-54C6iA-pYfQjn-54CdXG-4Y9SZE-5SY59E-eqJWg-RPLJQn-QxibL9-CDrvKi-21cJWjm-CDrtJV-Eabkad-EabpUJ-9b467f-HmifG2-21cJZKu,Attribution-NonCommercial-ShareAlike License,image_944.jpg,"armchair, chair, couch, mouth organ, instrument, man, music, play, sit, stool, string, violin"
5865687704279828011_0,"('Bengali', 'India')",ছবিতে দেখানো বস্তুটি কী?,What is the object shown in the image?,['কুলো' 'হাত পাখা' 'ছাঁকনি' 'খুন্তি'],[' winnowing fan' 'Handfan' 'Sieve' 'Spud'],-1,Objects / materials / clothing,Self,Self-research_only,CC BY-NC,image_961.jpg,"cloth, fan, pink, sunshade, umbrella"
5865925794275420071_1,"('Romanian', 'Romania')",În ce oraș este făcută poza?,In which city is the picture taken?,['Sibiu' 'Iași' 'București' 'Cluj-Napoca'],['Sibiu' 'Iasi' 'București' 'Cluj-Napoca'],-1,Geography / buildings / landmarks,Self,Self-open,CC BY-SA,image_978.jpg,"building, car, church, city, city street, cloudy, gothic, intersection, tower, road, sky, spire, traffic light, street corner, street scene"
5865925804271112509_0,"('Romanian', 'Romania')",Ce este in coșul din imagine?,What is in the basket in the image?,['roșii' 'conuri de brad vopsite' 'ouă vopsite' 'legume'],['tomatoes' 'painted pine cones' 'painted eggs' 'vegetables'],-1,Traditions / art / history,Self,Self-open,CC BY-SA,image_983.jpg,"basket, draw, dye, easter, easter egg, egg, fill, nest, toy"
5865910684276112636_0,"('Chinese', 'China')",这是什么艺术？,Is this what you want?,['玩偶' '雕刻' '蜡像' '泥塑'],['Doll' 'Carving' 'Wax figure' 'Mud plastic'],-1,Traditions / art / history,External,https://www.flickr.com/photos/aaok/8443101631/in/photolist-b4RBxF-b4RAPx-b4RzDx-8NjWwF-dS66XM-dS66WK-2aCVe1X-2c2uDCn-2c2uFLk-2aCVad6-spXh4y-2aVEBem-2c2uJqZ-2aCVbzK-2aCVgSD-PTBQ9w-dSbPAo-s8V67e-2bXjRq5-dSbPz9-29gdVP1-ecZgT4-s8V4RP-zpiV5E-awVKH7-PTBMaf-saF2n9-zzHg4V-ss5Cd1-saN5jg-zJPeaN-dSbPzL-26gztWL-2mQPDHR-zvRFQJ-zvWv8x-A2r3te-2kTk6uR-27iexDU-5PeNKb-8pv4jU,Attribution-NonCommercial-NoDerivs License,image_994.jpg,"bust, clay, face, head, person, man, mud, sculpture"
5920593854277241644_0,"('Tamil', 'India')",இந்தக் கோயிலுடன் எந்த மதம் தொடர்புடையது?,Which religion is associated with this temple?,['பௌத்தம்' 'இந்து' 'சீக்கியர்' 'சைனம்'],['Buddhism' 'Hindu' 'Sikh' 'Jain'],-1,People and everyday life,External,https://commons.wikimedia.org/wiki/File:Hamandir_Sahib_(Golden_Temple).jpg,GFDL,image_1004.jpg,"boat, building, gurdwara, person, lake, palace, pilgrim, place, shrine, temple, water, worship"
